3	retailer	小売業者	The retailer opened a new store.
3	wholesale	卸売りの	They offer wholesale prices.
3	catalog	商品目録	Browse our online catalog.
3	brochure	パンフレット	The brochure lists all services.
3	advertisement	広告	The advertisement appeared online.
3	promote	宣伝する、昇進させる	The campaign promotes the new product.
3	campaign	宣伝活動	The campaign begins in October.
3	launch	発売する、開始する	They will launch the service next month.
3	distribute	配布する	Staff distributed the flyers.
3	distribution	配送、流通	Distribution costs have risen.
3	package	小包、包装する	The package was sent yesterday.
3	parcel	小包	A parcel arrived for you.
3	freight	貨物	Freight costs are included.
3	courier	宅配業者	A courier will collect the documents.
3	track	追跡する	Track your order online.
3	delay	遅延、遅らせる	Bad weather caused a delay.
3	customs	税関	The goods are waiting at customs.
3	import	輸入する	The company imports electronics.
3	export	輸出する	They export equipment overseas.
3	permit	許可証	A permit is required for entry.
3	license	免許、許可証	The driver has a valid license.
3	regulation	規制、規則	The new regulation takes effect soon.
3	comply	従う	All suppliers must comply with the rules.
3	mandatory	義務的な	Safety training is mandatory.
4	implement	実施する	The team implemented a new process.
4	initiative	新しい取り組み	The initiative aims to reduce waste.
4	strategy	戦略	They discussed a marketing strategy.
4	objective	目標	The main objective is to improve service.
4	priority	優先事項	Customer safety is our priority.
4	outcome	結果	The outcome exceeded expectations.
4	performance	業績、性能	Employee performance is reviewed annually.
4	efficiency	効率	The software improved efficiency.
4	capacity	収容能力、容量	The venue has limited capacity.
4	resource	資源、人員	We need more resources for the project.
4	allocate	割り当てる	The budget was allocated to each team.
4	coordinate	調整する	She coordinated the event.
4	collaborate	協力する	The departments collaborated on the plan.
4	delegate	委任する	The manager delegated the task.
4	monitor	監視する	Staff monitor the system daily.
4	evaluate	評価する	The committee evaluated each proposal.
4	assess	評価する	We assessed the training needs.
4	analyze	分析する	Analysts analyzed the sales data.
4	identify	特定する	The report identifies several risks.
4	indicate	示す	The chart indicates steady growth.
4	demonstrate	実証する、示す	The results demonstrate an improvement.
4	maintain	維持する	Maintain accurate customer records.
4	modify	修正する	The schedule was modified yesterday.
4	revise	改訂する	Please revise the draft.
4	adjust	調整する	We adjusted the delivery schedule.
4	enhance	高める	The update enhances security.
4	expand	拡大する	The firm plans to expand overseas.
4	reduce	削減する	The new process reduced costs.
4	increase	増やす、増加	Sales increased in June.
4	decline	減少する	Demand declined slightly.
4	fluctuate	変動する	Prices fluctuate throughout the year.
4	stable	安定した	The market remained stable.
4	significant	重要な、大幅な	The change had a significant effect.
4	substantial	相当な	The project requires substantial funding.
4	minor	小さな、軽微な	Only minor changes were needed.
4	specific	具体的な	Please provide specific details.
4	relevant	関連する	Include only relevant information.
4	appropriate	適切な	Choose an appropriate time.
4	effective	効果的な	The new policy is effective.
4	efficient	効率的な	An efficient system saves time.
4	accurate	正確な	Make sure the figures are accurate.
4	reliable	信頼できる	We need a reliable supplier.
4	flexible	柔軟な	The schedule is flexible.
4	convenient	便利な	The location is convenient for guests.
4	eligible	資格がある	Members are eligible for a discount.
4	exempt	免除されている	Some employees are exempt from the fee.
4	valid	有効な	Your ticket is valid for one day.
4	obtain	入手する	Obtain approval before ordering.
4	ensure	確実にする	Check the details to ensure accuracy.
4	prevent	防ぐ	Regular checks prevent breakdowns.
5	accommodate	対応する、収容する	The room accommodates forty people.
5	retain	維持する、保持する	The firm hopes to retain experienced staff.
5	acquire	取得する、買収する	The company acquired a smaller firm.
5	consolidate	統合する	They consolidated two departments.
5	streamline	効率化する	The software streamlines the process.
5	facilitate	円滑にする	The guide facilitates registration.
5	utilize	活用する	We utilize data to improve service.
5	prioritize	優先する	Prioritize urgent requests.
5	anticipate	予想する	We anticipate a rise in demand.
5	project	予測する	Analysts project higher sales.
5	interpret	解釈する	The results are difficult to interpret.
5	clarify	明確にする	Please clarify the instructions.
5	verify	確かめる	Verify the address before shipping.
5	specify	明記する	The contract specifies the delivery date.
5	outline	概略を述べる	The memo outlines the changes.
5	summarize	要約する	Summarize the findings in one page.
5	address	対処する	The meeting will address the issue.
5	handle	対処する	She handles customer inquiries.
5	process	処理する	We processed the application.
5	conduct	実施する	The team conducted a survey.
5	undertake	引き受ける	They undertook a major renovation.
5	appoint	任命する	The board appointed a new director.
5	assign	割り当てる	Each worker was assigned a task.
5	designate	指定する	A room was designated for interviews.
5	transfer	異動させる、移す	The employee was transferred to Osaka.
5	relocate	移転する	The office will relocate next year.
5	withdraw	撤回する、引き出す	The company withdrew its offer.
5	renew	更新する	You can renew the contract online.
5	extend	延長する	The deadline was extended by a week.
5	expire	期限が切れる	The membership expires in December.
5	terminate	終了させる	The agreement may be terminated early.
5	waive	免除する	The bank waived the service fee.
5	incur	負担する、被る	The project incurred additional costs.
5	generate	生み出す	The event generated new leads.
5	yield	生み出す、もたらす	The campaign yielded strong results.
5	contribute	貢献する	The changes contributed to growth.
5	attribute	〜の結果だと考える	They attribute the increase to advertising.
5	account for	割合を占める	Online orders account for half of sales.
5	result in	〜という結果になる	The delay resulted in extra costs.
5	subject to	〜の対象となる	Prices are subject to change.
5	in accordance with	〜に従って	Work in accordance with the policy.
5	on behalf of	〜を代表して	I am writing on behalf of the team.
5	regarding	〜に関して	I have a question regarding your order.
5	concerning	〜に関して	We received a notice concerning the event.
5	pending	保留中の	The request is pending approval.
5	outstanding	未払いの、未解決の	Please pay the outstanding balance.
5	prospective	将来の、見込みの	The event attracted prospective clients.
5	comprehensive	包括的な	The report offers a comprehensive overview.
5	consistent	一貫した	The results were consistent across branches.
5	feasible	実行可能な	The plan is financially feasible.
6	compliance	法令遵守	The team checks compliance with regulations.
6	discrepancy	食い違い	There is a discrepancy in the figures.
6	provisional	暫定的な	The provisional schedule may change.
6	procurement	調達	Procurement costs have increased.
6	allocation	配分	The allocation of funds was approved.
6	contingency	不測の事態	The budget includes a contingency fund.
6	liability	法的責任、負債	The contract limits the company's liability.
6	asset	資産	The building is a valuable asset.
6	merger	合併	The merger was announced yesterday.
6	acquisition	買収	The acquisition will expand the business.
6	subsidiary	子会社	The subsidiary operates in Europe.
6	stakeholder	利害関係者	Stakeholders received the report.
6	shareholder	株主	Shareholders voted on the proposal.
6	dividend	配当金	The company increased its dividend.
6	deficit	赤字、不足	The department reported a deficit.
6	surplus	余剰、黒字	The budget showed a small surplus.
6	overhead	間接費	The move reduced overhead costs.
6	turnover	離職率、売上高	Staff turnover fell last year.
6	workforce	労働力、従業員	The firm expanded its workforce.
6	shortage	不足	There is a shortage of skilled workers.
6	constraint	制約	Space constraints delayed the project.
6	obstacle	障害	Funding is the main obstacle.
6	setback	後退、支障	The project suffered a minor setback.
6	disruption	混乱、中断	The repairs caused little disruption.
6	deficiency	不足、欠陥	The inspection found a deficiency.
6	malfunction	故障	The machine malfunctioned during testing.
6	deteriorate	悪化する	The building's condition has deteriorated.
6	remedy	改善策、是正する	The supplier proposed a remedy.
6	safeguard	保護する、保護策	New measures safeguard customer data.
6	precaution	予防措置	Take precautions when handling chemicals.
6	audit	監査	The annual audit begins next month.
6	criterion	基準	Price is one selection criterion.
6	benchmark	基準、指標	The figures provide a useful benchmark.
6	indicator	指標	Sales are a key indicator of demand.
6	projection	予測	The projection assumes steady growth.
6	preliminary	予備的な、暫定の	Preliminary results look promising.
6	consecutive	連続した	Sales rose for three consecutive months.
6	cumulative	累積の	The cumulative total reached 10,000.
6	marginal	わずかな	There was a marginal increase.
6	moderate	適度な、中程度の	The survey showed moderate growth.
6	subsequent	その後の	Subsequent meetings were held online.
6	preceding	前の	Review the preceding paragraph.
6	interim	暫定的な、中間の	An interim manager was appointed.
6	concurrent	同時に起こる	Two concurrent projects share the staff.
6	ongoing	進行中の	The investigation is ongoing.
6	applicable	適用される	Applicable fees are listed below.
6	stipulate	規定する	The agreement stipulates the payment terms.
6	adhere to	〜を守る	All staff must adhere to the policy.
6	compensate	補償する	The company compensated affected customers.
6	authorize	認可する	Only managers can authorize a refund.
7	scrutinize	綿密に調べる	The committee scrutinized the proposal.
7	contingent on	〜を条件として	Approval is contingent on funding.
7	inadvertently	うっかり、意図せず	The email was inadvertently deleted.
7	unequivocal	明確な、疑いのない	The board gave unequivocal support.
7	unprecedented	前例のない	The firm saw unprecedented demand.
7	stringent	厳格な	The factory follows stringent standards.
7	lenient	寛大な、緩やかな	The revised policy is more lenient.
7	enforceable	法的に強制可能な	The agreement is legally enforceable.
7	irrevocable	取り消せない	The decision is irrevocable.
7	premises	敷地、建物	Visitors must leave the premises by six.
7	waiver	権利放棄、免除	A waiver of the fee was approved.
7	tenant	賃借人、入居者	The tenant signed a new lease.
7	occupancy	占有、入居率	Hotel occupancy rose in July.
7	lease	賃貸借契約、借りる	The company renewed its office lease.
7	provision	条項、規定	The contract includes a new provision.
7	clause	条項	Read the cancellation clause carefully.
7	amendment	修正、改正	The amendment was approved by the board.
7	addendum	補遺	An addendum was attached to the contract.
7	consensus	合意	The committee reached a consensus.
7	unanimous	全員一致の	The decision was unanimous.
7	endorse	支持する、承認する	The director endorsed the plan.
7	renovation	改装	The hotel closed for renovation.
7	complimentary	無料の	Guests receive complimentary breakfast.
7	amenity	設備、便益	The building has many modern amenities.
7	refurbishment	改装、修繕	The refurbishment will finish in June.
7	diversify	多角化する	The business plans to diversify.
7	prerequisite	前提条件	Experience is a prerequisite for the role.
7	fluctuation	変動	Currency fluctuations affected costs.
7	volatility	変動性	Market volatility concerned investors.
7	concession	譲歩、売店	The vendor made a price concession.
7	appreciation	価値の上昇、感謝	The report noted property appreciation.
7	remuneration	報酬	The package includes competitive remuneration.
7	expenditure	支出	Capital expenditure rose this year.
7	proximity	近さ	The office's proximity to the station helps commuters.
7	inconsistency	不一致	The auditor found an inconsistency.
7	anomaly	異常、例外	The analyst noticed an anomaly in the data.
7	corroborate	裏付ける	The receipts corroborate the claim.
7	substantiate	立証する	Please substantiate your expense claim.
7	mitigate	緩和する	The measures mitigate financial risk.
7	alleviate	軽減する	Extra staff helped alleviate delays.
7	expedite	迅速に処理する	We will expedite your order.
7	defer	延期する	The board deferred the decision.
7	impede	妨げる	The road closure may impede deliveries.
7	hinder	妨げる	Technical issues hindered progress.
7	facilitation	円滑化	The system supports the facilitation of payments.
7	conformity	適合	The inspection confirmed conformity with standards.
7	viability	実行可能性	The study examined the project's viability.
7	feasibility	実現可能性	A feasibility study begins next week.
7	proprietary	独自の、専有の	The firm uses proprietary software.
7	confidentiality	機密保持	The agreement protects confidentiality.
